user_id,top_concept_names,top_concept_acts,overlap,new_items,popular_before,popular_after
1217,contemporary|popularity|Animation,+0.667|+0.495|+0.250,15,5,12,12
1216,Animation|retro|popularity,+0.301|+0.282|+0.231,12,8,3,3
1215,Sci-Fi|popularity|Action,+0.861|+0.362|+0.315,9,11,14,9
1211,Adventure|Fantasy|popularity,+0.642|+0.533|+0.432,8,12,11,13
1214,Adventure|Fantasy|Animation,+0.776|+0.348|+0.322,14,6,1,1
1212,Crime|Mystery|Thriller,+0.891|+0.327|+0.274,14,6,3,6
1213,classic|War|popularity,+0.577|+0.298|+0.291,12,8,4,8
1210,Action|popularity|Sci-Fi,+0.674|+0.493|+0.252,6,14,20,15
1209,retro|Horror|popularity,+0.663|+0.208|+0.161,13,7,2,2
1208,contemporary|Sci-Fi|Horror,+0.464|+0.301|+0.283,13,7,6,8
1207,retro|popularity|Horror,+0.692|+0.372|+0.292,6,14,13,13
1206,Sci-Fi|Horror|contemporary,+0.582|+0.257|+0.234,18,2,1,1
1205,Comedy|modern|popularity,+0.717|+0.399|+0.372,12,8,15,11
1204,Sci-Fi|popularity|Fantasy,+0.739|+0.537|+0.337,5,15,19,10
1203,contemporary|popularity|Sci-Fi,+0.597|+0.384|+0.211,12,8,7,9
1202,Action|Thriller|popularity,+0.653|+0.418|+0.414,8,12,14,12
1201,Western|popularity|Fantasy,+0.864|+0.449|+0.349,16,4,5,5
1200,contemporary|popularity|Western,+0.339|+0.280|+0.279,16,4,5,3
1199,retro|popularity|classic,+0.522|+0.417|+0.322,3,17,16,7
1198,popularity|Action|retro,+0.422|+0.372|+0.299,11,9,8,4
1197,Thriller|popularity|Mystery,+0.602|+0.404|+0.370,10,10,14,11
1196,popularity|Drama|Animation,+0.622|+0.224|+0.185,3,17,16,15
1195,contemporary|popularity|Animation,+0.897|+0.429|+0.307,16,4,5,4
1194,retro|popularity|Fantasy,+0.667|+0.313|+0.172,10,10,8,5
1193,contemporary|popularity|Animation,+0.778|+0.444|+0.269,14,6,8,8
1192,popularity|modern|Documentary,+0.498|+0.455|+0.275,12,8,20,20
1190,Adventure|popularity|Action,+0.771|+0.473|+0.405,12,8,16,12
1191,Romance|popularity|War,+0.826|+0.290|+0.243,7,13,9,4
1189,Romance|popularity|War,+0.867|+0.370|+0.256,3,17,12,7
1188,Action|popularity|Adventure,+0.764|+0.517|+0.237,6,14,20,13
1186,Sci-Fi|popularity|Fantasy,+0.643|+0.371|+0.217,9,11,14,12
1185,popularity|Drama|Crime,+0.400|+0.367|+0.296,12,8,20,19
1187,popularity|contemporary|modern,+0.522|+0.482|+0.377,7,13,9,5
1184,Comedy|Documentary|Fantasy,+0.692|+0.230|+0.203,15,5,0,0
1183,Sci-Fi|popularity|Fantasy,+0.769|+0.386|+0.276,6,14,16,8
1182,popularity|Drama|classic,+0.406|+0.337|+0.301,15,5,10,10
1181,contemporary|popularity|Crime,+0.612|+0.347|+0.259,9,11,3,11
1180,popularity|classic|War,+0.423|+0.411|+0.298,11,9,16,19
1179,classic|Documentary|Crime,+0.369|+0.333|+0.290,11,9,15,19
1178,Western|classic|War,+0.871|+0.325|+0.308,16,4,3,6
1177,Drama|popularity|modern,+0.548|+0.456|+0.445,11,9,15,17
1176,Fantasy|popularity|Adventure,+0.897|+0.391|+0.329,10,10,8,12
1175,Romance|modern|Musical,+0.762|+0.363|+0.265,11,9,0,0
1174,contemporary|popularity|Mystery,+0.805|+0.387|+0.245,10,10,7,9
1173,popularity|Drama|Sci-Fi,+0.503|+0.348|+0.323,9,11,18,12
1172,popularity|contemporary|Animation,+0.472|+0.279|+0.204,16,4,9,8
1171,contemporary|Animation|popularity,+0.885|+0.353|+0.324,14,6,3,4
1170,Western|contemporary|classic,+0.369|+0.284|+0.274,16,4,7,8
1169,Comedy|Documentary|Fantasy,+0.600|+0.358|+0.280,17,3,0,0
1168,Drama|modern|popularity,+0.768|+0.547|+0.217,8,12,2,4
1167,Comedy|modern|popularity,+0.743|+0.389|+0.368,9,11,13,13
1166,contemporary|popularity|Sci-Fi,+0.417|+0.398|+0.304,15,5,11,8
1165,Sci-Fi|popularity|Horror,+0.649|+0.371|+0.300,12,8,4,2
1163,contemporary|popularity|Horror,+0.897|+0.309|+0.238,11,9,1,1
1164,Fantasy|popularity|Mystery,+0.241|+0.240|+0.237,14,6,5,4
1162,Romance|popularity|classic,+0.740|+0.341|+0.332,11,9,9,8
1161,classic|Documentary|popularity,+0.384|+0.364|+0.328,12,8,18,17
1160,popularity|contemporary|Western,+0.410|+0.389|+0.360,11,9,12,9
1159,Sci-Fi|Fantasy|Horror,+0.628|+0.285|+0.277,18,2,1,1
1158,modern|popularity|Musical,+0.590|+0.334|+0.253,10,10,6,3
1157,Action|popularity|modern,+0.616|+0.532|+0.302,14,6,20,19
1156,Romance|modern|Musical,+0.745|+0.406|+0.252,10,10,0,0
1155,modern|popularity|Crime,+0.506|+0.481|+0.288,6,14,17,19
1154,Fantasy|popularity|Mystery,+0.250|+0.236|+0.229,15,5,5,5
1153,contemporary|popularity|Western,+0.577|+0.373|+0.332,10,10,10,7
1152,popularity|War|contemporary,+0.631|+0.349|+0.277,11,9,18,14
1151,Action|popularity|retro,+0.519|+0.383|+0.295,11,9,10,4
1853,Comedy|popularity|Documentary,+0.866|+0.271|+0.178,9,11,4,7
1150,contemporary|popularity|Animation,+0.540|+0.347|+0.337,11,9,9,9
1149,popularity|Documentary|contemporary,+0.489|+0.318|+0.297,16,4,20,20
1148,Comedy|popularity|Musical,+0.811|+0.425|+0.197,6,14,17,15
1147,Documentary|classic|popularity,+0.376|+0.311|+0.255,10,10,6,10
1146,Thriller|modern|Mystery,+0.532|+0.317|+0.257,12,8,0,0
1145,modern|popularity|Drama,+0.514|+0.417|+0.369,7,13,17,17
1144,popularity|contemporary|Sci-Fi,+0.413|+0.364|+0.288,14,6,12,8
1143,classic|popularity|Musical,+0.438|+0.338|+0.335,13,7,4,2
1141,Fantasy|Comedy|Animation,+0.458|+0.308|+0.304,12,8,0,0
1142,popularity|Crime|Action,+0.627|+0.446|+0.354,11,9,19,20
1140,Action|popularity|Sci-Fi,+0.781|+0.339|+0.242,6,14,17,5
1139,contemporary|popularity|Documentary,+0.797|+0.458|+0.223,12,8,11,10
1138,popularity|modern|Animation,+0.622|+0.508|+0.282,3,17,20,14
1137,contemporary|Crime|Mystery,+0.861|+0.235|+0.229,10,10,1,6
1136,contemporary|Thriller|popularity,+0.624|+0.586|+0.389,9,11,9,8
1135,War|popularity|modern,+0.659|+0.416|+0.347,11,9,15,18
1134,Sci-Fi|popularity|Fantasy,+0.754|+0.450|+0.282,3,17,16,8
1133,Drama|modern|popularity,+0.567|+0.359|+0.339,10,10,14,14
1132,Fantasy|Adventure|Animation,+0.933|+0.418|+0.363,12,8,5,12
1131,popularity|retro|Documentary,+0.407|+0.247|+0.237,4,16,12,10
1130,retro|Horror|Musical,+0.332|+0.215|+0.214,16,4,1,1
1128,Documentary|Musical|Fantasy,+0.955|+0.317|+0.272,11,9,1,7
1129,popularity|Action|retro,+0.719|+0.374|+0.297,2,18,19,16
1127,contemporary|popularity|Horror,+0.547|+0.456|+0.454,9,11,10,11
1126,Western|popularity|modern,+0.567|+0.491|+0.389,11,9,17,17
1125,Comedy|modern|popularity,+0.477|+0.431|+0.351,12,8,1,1
1124,popularity|modern|contemporary,+0.692|+0.267|+0.246,9,11,18,17
1123,Western|popularity|War,+0.850|+0.369|+0.361,12,8,6,5
1122,Sci-Fi|popularity|Fantasy,+0.724|+0.371|+0.260,8,12,15,6
1121,Comedy|modern|popularity,+0.562|+0.484|+0.420,10,10,15,15
1120,contemporary|popularity|Fantasy,+0.298|+0.249|+0.226,12,8,1,2
1119,Drama|retro|modern,+0.538|+0.154|+0.151,13,7,0,0
1117,popularity|Animation|Sci-Fi,+0.540|+0.431|+0.335,14,6,17,16
1116,Comedy|retro|popularity,+0.733|+0.401|+0.282,10,10,7,10
1115,Drama|popularity|War,+0.513|+0.370|+0.235,7,13,12,11
1114,Romance|popularity|Musical,+0.929|+0.327|+0.319,9,11,10,5
1113,Documentary|popularity|Fantasy,+0.376|+0.373|+0.330,15,5,17,16
1112,popularity|Romance|Animation,+0.651|+0.384|+0.229,6,14,12,9
1111,Animation|Musical|popularity,+0.394|+0.285|+0.242,10,10,6,9
1109,Mystery|Crime|Thriller,+0.850|+0.310|+0.298,16,4,0,2
1108,contemporary|Sci-Fi|Horror,+0.489|+0.334|+0.326,13,7,3,6
1110,contemporary|Western|Animation,+0.400|+0.380|+0.353,18,2,7,8
1107,popularity|contemporary|modern,+0.419|+0.347|+0.312,17,3,8,7
1106,Sci-Fi|retro|Fantasy,+0.642|+0.606|+0.313,13,7,7,6
1105,popularity|Mystery|Thriller,+0.592|+0.563|+0.515,6,14,12,9
1104,Comedy|modern|popularity,+0.488|+0.464|+0.377,15,5,16,19
1103,Horror|popularity|Sci-Fi,+0.855|+0.331|+0.291,10,10,8,6
1101,Comedy|popularity|modern,+0.576|+0.319|+0.164,12,8,1,2
1102,popularity|Drama|War,+0.542|+0.508|+0.289,11,9,17,19
1100,Comedy|Documentary|Fantasy,+0.662|+0.276|+0.205,16,4,0,0
1099,Action|Adventure|popularity,+0.728|+0.309|+0.268,15,5,2,2
1118,contemporary|popularity|Sci-Fi,+0.404|+0.375|+0.302,15,5,3,3
1098,retro|popularity|War,+0.325|+0.257|+0.210,12,8,15,11
1097,War|popularity|Western,+0.842|+0.422|+0.358,15,5,5,4
1096,popularity|contemporary|modern,+0.439|+0.307|+0.245,14,6,13,12
1095,Drama|popularity|War,+0.534|+0.479|+0.214,2,18,9,1
1094,popularity|Western|Action,+0.615|+0.195|+0.191,6,14,19,14
1093,Action|popularity|Crime,+0.827|+0.418|+0.253,5,15,15,8
1092,Musical|Animation|Fantasy,+0.850|+0.616|+0.328,13,7,1,5
1091,Action|popularity|modern,+0.757|+0.457|+0.302,10,10,14,13
1090,Thriller|Crime|Mystery,+0.726|+0.509|+0.498,15,5,7,7
1089,Thriller|popularity|modern,+0.764|+0.388|+0.331,7,13,13,10
1088,Drama|modern|niche,+0.876|+0.325|+0.284,7,13,1,1
1087,popularity|Romance|Musical,+0.236|+0.142|+0.131,11,9,5,7
1086,contemporary|popularity|modern,+0.593|+0.522|+0.269,6,14,7,12
1085,popularity|retro|Fantasy,+0.581|+0.575|+0.161,8,12,16,12
1084,Action|popularity|modern,+0.797|+0.338|+0.300,10,10,8,11
1083,Fantasy|Animation|popularity,+0.370|+0.349|+0.331,12,8,2,2
1081,popularity|Crime|modern,+0.710|+0.411|+0.323,7,13,17,20
1082,Sci-Fi|popularity|Fantasy,+0.763|+0.512|+0.463,9,11,18,10
1080,Adventure|Sci-Fi|popularity,+0.588|+0.404|+0.347,12,8,11,8
1079,Thriller|modern|popularity,+0.829|+0.419|+0.289,6,14,6,6
1078,Drama|modern|Romance,+0.721|+0.591|+0.167,4,16,0,3
1077,popularity|Drama|classic,+0.441|+0.219|+0.216,5,15,13,11
1075,classic|Documentary|Western,+0.443|+0.354|+0.337,5,15,14,18
1076,Comedy|modern|popularity,+0.802|+0.357|+0.282,8,12,8,5
1074,Action|popularity|War,+0.693|+0.524|+0.239,3,17,19,7
1073,Drama|classic|popularity,+0.553|+0.267|+0.265,7,13,6,8
1071,Romance|Musical|Adventure,+0.903|+0.330|+0.257,10,10,1,0
1070,popularity|Comedy|contemporary,+0.638|+0.304|+0.245,3,17,17,7
1072,popularity|Musical|classic,+0.494|+0.321|+0.311,4,16,9,14
1069,contemporary|Documentary|Crime,+0.673|+0.353|+0.264,14,6,2,8
1068,modern|Drama|retro,+0.249|+0.243|+0.161,11,9,0,3
1067,Mystery|popularity|Crime,+0.824|+0.385|+0.283,9,11,5,3
1066,Romance|Musical|Adventure,+0.876|+0.307|+0.241,11,9,1,0
1065,Romance|modern|Musical,+0.806|+0.468|+0.267,11,9,1,0
1064,popularity|modern|contemporary,+0.649|+0.293|+0.292,10,10,20,20
1063,popularity|contemporary|modern,+0.403|+0.375|+0.241,18,2,9,9
1062,Comedy|popularity|contemporary,+0.807|+0.347|+0.261,6,14,12,7
1061,popularity|Animation|Musical,+0.483|+0.310|+0.277,2,18,16,3
1060,contemporary|popularity|Animation,+0.902|+0.351|+0.271,12,8,1,2
1059,popularity|Drama|retro,+0.387|+0.343|+0.302,7,13,7,6
1058,retro|popularity|War,+0.324|+0.285|+0.200,11,9,10,4
1057,contemporary|popularity|Animation,+0.887|+0.344|+0.298,12,8,4,5
1056,Comedy|popularity|Animation,+0.735|+0.527|+0.217,7,13,17,11
1055,Comedy|popularity|Musical,+0.725|+0.312|+0.262,10,10,18,12
1054,contemporary|popularity|Animation,+0.805|+0.441|+0.316,13,7,8,10
1053,Action|popularity|Sci-Fi,+0.818|+0.343|+0.257,6,14,11,7
1505,Comedy|retro|popularity,+0.697|+0.518|+0.255,8,12,7,3
1052,Romance|popularity|Musical,+0.758|+0.345|+0.288,10,10,7,5
1051,Horror|popularity|Sci-Fi,+0.821|+0.274|+0.244,8,12,6,2
1050,contemporary|popularity|Crime,+0.732|+0.419|+0.257,11,9,3,9
1049,Drama|modern|popularity,+0.539|+0.484|+0.313,12,8,14,18
1048,contemporary|popularity|modern,+0.498|+0.482|+0.337,10,10,13,14
1047,Drama|popularity|War,+0.648|+0.565|+0.183,9,11,14,16
1046,Comedy|classic|Musical,+0.477|+0.440|+0.358,13,7,1,4
1045,Comedy|popularity|modern,+0.762|+0.399|+0.392,10,10,14,12
1044,Animation|Musical|popularity,+0.931|+0.475|+0.348,11,9,2,1
1043,Crime|popularity|Mystery,+0.916|+0.380|+0.253,4,16,8,7
1042,Fantasy|Adventure|Animation,+0.958|+0.374|+0.359,10,10,0,9
1041,Musical|popularity|contemporary,+0.266|+0.265|+0.223,17,3,8,7
1040,classic|Documentary|War,+0.670|+0.283|+0.272,11,9,4,7
1039,contemporary|popularity|classic,+0.270|+0.253|+0.201,14,6,5,4
1038,popularity|Drama|retro,+0.417|+0.379|+0.173,5,15,4,1
1037,contemporary|popularity|Animation,+0.911|+0.281|+0.232,14,6,1,1
1036,popularity|classic|Documentary,+0.529|+0.296|+0.283,9,11,16,20
1035,Drama|Crime|popularity,+0.666|+0.222|+0.214,12,8,2,1
1034,retro|Drama|popularity,+0.514|+0.350|+0.309,12,8,9,12
1033,War|Western|Action,+0.820|+0.384|+0.349,12,8,1,8
1032,classic|niche|Musical,+0.548|+0.338|+0.335,11,9,8,15
1031,Sci-Fi|popularity|War,+0.578|+0.415|+0.268,7,13,18,18
1030,Comedy|popularity|Animation,+0.573|+0.499|+0.239,13,7,19,16
1029,Horror|retro|Sci-Fi,+0.865|+0.287|+0.286,12,8,6,11
1028,Mystery|popularity|Crime,+0.902|+0.356|+0.278,11,9,5,4
1027,Drama|popularity|contemporary,+0.547|+0.467|+0.225,14,6,14,15
1025,popularity|Western|Animation,+0.407|+0.365|+0.338,16,4,8,7
1026,contemporary|popularity|Mystery,+0.912|+0.271|+0.252,10,10,5,10
1024,Romance|popularity|War,+0.850|+0.367|+0.278,4,16,10,2
1023,popularity|Adventure|Crime,+0.245|+0.200|+0.175,14,6,10,7
1022,Drama|modern|popularity,+0.837|+0.293|+0.265,2,18,2,7
1021,popularity|Documentary|classic,+0.397|+0.357|+0.333,13,7,15,19
1020,Horror|popularity|Sci-Fi,+0.592|+0.459|+0.258,6,14,10,4
1019,Drama|popularity|Documentary,+0.442|+0.404|+0.325,3,17,9,11
1018,Western|popularity|War,+0.909|+0.370|+0.357,14,6,4,5
1017,Horror|niche|Musical,+0.558|+0.300|+0.249,16,4,0,0
1016,contemporary|popularity|Documentary,+0.702|+0.428|+0.214,14,6,10,12
1015,contemporary|Animation|modern,+0.273|+0.223|+0.210,16,4,5,6
1014,Western|popularity|Musical,+0.608|+0.499|+0.289,11,9,8,9
1013,Comedy|popularity|Musical,+0.878|+0.314|+0.257,8,12,10,7
1011,Fantasy|Adventure|popularity,+0.908|+0.396|+0.348,11,9,6,8
1010,popularity|contemporary|Musical,+0.406|+0.341|+0.206,14,6,12,13
1009,popularity|Drama|contemporary,+0.453|+0.389|+0.290,11,9,18,18
1008,contemporary|popularity|Comedy,+0.610|+0.600|+0.259,12,8,7,15
1007,Comedy|retro|popularity,+0.689|+0.405|+0.263,12,8,0,0
1006,popularity|Comedy|modern,+0.590|+0.504|+0.317,7,13,15,10
1005,popularity|Drama|contemporary,+0.539|+0.294|+0.290,12,8,17,15
1003,popularity|Documentary|retro,+0.646|+0.263|+0.226,9,11,20,19
1002,retro|popularity|Comedy,+0.554|+0.386|+0.372,16,4,17,17
1004,Comedy|Documentary|Fantasy,+0.607|+0.248|+0.196,16,4,0,0
1001,classic|contemporary|Drama,+0.395|+0.302|+0.273,12,8,1,4
1000,popularity|Drama|classic,+0.432|+0.419|+0.330,9,11,16,16
999,Drama|modern|Fantasy,+0.451|+0.327|+0.151,13,7,0,0
998,modern|popularity|Drama,+0.589|+0.400|+0.249,7,13,14,13
997,popularity|Animation|Fantasy,+0.697|+0.222|+0.200,9,11,20,20
996,popularity|Action|Crime,+0.510|+0.382|+0.367,9,11,18,19
995,Romance|Musical|popularity,+0.928|+0.328|+0.264,10,10,5,2
994,Action|popularity|Sci-Fi,+0.748|+0.455|+0.229,6,14,20,16
993,popularity|Documentary|contemporary,+0.507|+0.282|+0.273,13,7,20,15
1012,retro|Drama|popularity,+0.584|+0.416|+0.336,10,10,9,8
992,Animation|Musical|popularity,+0.293|+0.266|+0.249,13,7,6,8
991,classic|Comedy|Romance,+0.474|+0.363|+0.327,14,6,1,6
990,Comedy|modern|popularity,+0.775|+0.346|+0.334,10,10,8,9
989,Animation|classic|Musical,+0.646|+0.361|+0.317,9,11,7,15
988,contemporary|popularity|Animation,+0.655|+0.608|+0.204,15,5,12,14
987,modern|popularity|Drama,+0.506|+0.496|+0.285,6,14,14,13
986,contemporary|classic|Crime,+0.613|+0.235|+0.231,13,7,2,8
985,Crime|popularity|Documentary,+0.689|+0.499|+0.270,8,12,12,17
984,contemporary|popularity|Documentary,+0.670|+0.409|+0.248,13,7,7,13
983,Sci-Fi|retro|popularity,+0.661|+0.618|+0.403,15,5,11,10
982,Romance|popularity|Musical,+0.892|+0.361|+0.300,8,12,11,8
981,popularity|Documentary|Animation,+0.646|+0.225|+0.207,7,13,19,19
980,Action|popularity|Adventure,+0.884|+0.383|+0.301,7,13,13,8
979,popularity|Comedy|Romance,+0.510|+0.330|+0.245,12,8,9,4
977,Sci-Fi|modern|popularity,+0.779|+0.354|+0.308,11,9,10,7
976,Western|popularity|contemporary,+0.390|+0.336|+0.324,18,2,7,6
975,contemporary|popularity|Mystery,+0.804|+0.323|+0.277,14,6,5,4
978,popularity|Western|contemporary,+0.410|+0.329|+0.315,19,1,8,9
974,popularity|War|classic,+0.423|+0.415|+0.352,13,7,13,11
973,Adventure|popularity|Action,+0.827|+0.364|+0.349,6,14,10,10
972,popularity|contemporary|Sci-Fi,+0.370|+0.357|+0.290,14,6,10,5
971,Adventure|Action|Fantasy,+0.875|+0.524|+0.384,9,11,2,4
970,Thriller|modern|Mystery,+0.590|+0.346|+0.288,14,6,0,0
969,modern|popularity|Documentary,+0.484|+0.448|+0.267,12,8,19,20
968,Comedy|modern|popularity,+0.714|+0.385|+0.377,9,11,15,15
966,Drama|modern|niche,+0.738|+0.563|+0.235,9,11,2,6
967,Comedy|modern|popularity,+0.785|+0.351|+0.325,7,13,8,9
964,Musical|Comedy|modern,+0.510|+0.500|+0.500,7,13,8,14
965,contemporary|popularity|Animation,+0.729|+0.424|+0.260,11,9,9,9
963,Drama|popularity|War,+0.811|+0.297|+0.193,3,17,7,1
962,Thriller|popularity|contemporary,+0.642|+0.519|+0.435,3,17,16,11
961,popularity|contemporary|Animation,+0.283|+0.279|+0.248,20,0,8,8
960,modern|popularity|Mystery,+0.552|+0.260|+0.158,4,16,5,6
959,Mystery|popularity|modern,+0.637|+0.438|+0.415,11,9,6,4
958,Drama|classic|War,+0.539|+0.311|+0.254,10,10,4,8
957,classic|popularity|Documentary,+0.392|+0.377|+0.289,15,5,12,14
956,classic|Romance|Musical,+0.544|+0.372|+0.301,11,9,3,10
955,Western|War|classic,+0.962|+0.379|+0.363,16,4,3,4
954,popularity|Drama|Animation,+0.513|+0.195|+0.191,8,12,19,17
953,classic|Documentary|popularity,+0.394|+0.363|+0.360,15,5,19,19
952,contemporary|popularity|Drama,+0.622|+0.424|+0.256,15,5,5,8
950,Sci-Fi|modern|popularity,+0.582|+0.283|+0.276,18,2,1,1
951,Animation|Musical|popularity,+0.866|+0.415|+0.364,12,8,5,3
949,Adventure|popularity|Fantasy,+0.863|+0.334|+0.305,8,12,6,6
948,contemporary|popularity|Animation,+0.913|+0.287|+0.258,13,7,2,2
947,contemporary|popularity|Romance,+0.501|+0.338|+0.280,11,9,4,9
946,classic|Documentary|popularity,+0.453|+0.405|+0.361,12,8,18,19
945,popularity|Animation|Western,+0.405|+0.293|+0.276,16,4,9,5
944,popularity|Documentary|modern,+0.455|+0.333|+0.291,12,8,18,20
1428,contemporary|Horror|Sci-Fi,+0.389|+0.321|+0.319,14,6,3,4
943,popularity|modern|Drama,+0.491|+0.471|+0.451,8,12,12,12
942,popularity|modern|Drama,+0.542|+0.493|+0.297,7,13,14,18
941,contemporary|popularity|Animation,+0.257|+0.254|+0.233,17,3,9,6
940,popularity|Western|Animation,+0.397|+0.348|+0.338,17,3,8,7
938,contemporary|popularity|Comedy,+0.737|+0.399|+0.320,10,10,2,4
939,retro|popularity|Documentary,+0.654|+0.377|+0.195,8,12,20,15
937,Crime|popularity|Action,+0.708|+0.583|+0.279,3,17,9,5
936,popularity|Animation|modern,+0.519|+0.484|+0.357,4,16,13,3
935,Drama|retro|Musical,+0.436|+0.304|+0.205,14,6,0,0
934,classic|Fantasy|popularity,+0.446|+0.355|+0.315,15,5,9,9
933,popularity|modern|Drama,+0.514|+0.505|+0.177,7,13,16,14
932,modern|popularity|Documentary,+0.473|+0.418|+0.312,11,9,19,20
931,Romance|popularity|classic,+0.786|+0.303|+0.236,7,13,8,10
930,contemporary|popularity|Documentary,+0.748|+0.498|+0.261,14,6,11,11
929,contemporary|popularity|Action,+0.852|+0.330|+0.274,13,7,4,5
928,popularity|Drama|retro,+0.393|+0.321|+0.172,3,17,4,3
927,Romance|modern|Musical,+0.874|+0.304|+0.283,10,10,1,0
2247,Documentary|contemporary|popularity,+0.644|+0.482|+0.320,11,9,5,12
926,Musical|Animation|classic,+0.891|+0.515|+0.401,14,6,8,8
925,Romance|popularity|Musical,+0.893|+0.366|+0.304,7,13,9,6
924,Romance|popularity|War,+0.840|+0.366|+0.269,5,15,10,3
923,Comedy|modern|popularity,+0.826|+0.369|+0.309,7,13,8,10
922,Drama|popularity|retro,+0.551|+0.490|+0.311,6,14,8,9
921,contemporary|popularity|Animation,+0.712|+0.520|+0.272,14,6,11,13
920,Adventure|Action|modern,+0.775|+0.359|+0.332,12,8,6,9
919,Horror|contemporary|Sci-Fi,+0.383|+0.379|+0.317,11,9,5,6
917,popularity|contemporary|Animation,+0.766|+0.292|+0.202,11,9,20,20
916,retro|popularity|Documentary,+0.639|+0.462|+0.169,9,11,19,17
918,Comedy|modern|Fantasy,+0.631|+0.317|+0.249,10,10,0,2
915,Action|popularity|modern,+0.788|+0.308|+0.293,14,6,10,10
914,classic|popularity|Documentary,+0.473|+0.395|+0.361,9,11,17,20
913,Action|popularity|Crime,+0.618|+0.594|+0.443,9,11,8,2
912,contemporary|popularity|Animation,+0.716|+0.504|+0.244,14,6,11,14
911,popularity|Comedy|Western,+0.349|+0.214|+0.156,13,7,10,8
910,classic|Musical|Western,+0.496|+0.381|+0.349,16,4,0,1
909,contemporary|Sci-Fi|Horror,+0.507|+0.313|+0.292,14,6,4,7
908,Horror|popularity|Sci-Fi,+0.877|+0.363|+0.305,12,8,5,1
907,classic|popularity|War,+0.464|+0.362|+0.326,10,10,14,12
906,contemporary|popularity|Animation,+0.681|+0.567|+0.252,6,14,5,8
905,Drama|modern|popularity,+0.656|+0.463|+0.343,7,13,9,8
904,Thriller|Mystery|modern,+0.889|+0.300|+0.266,9,11,1,2
903,Western|contemporary|popularity,+0.407|+0.346|+0.331,15,5,7,5
902,Western|popularity|contemporary,+0.431|+0.328|+0.318,16,4,8,6
901,popularity|Comedy|contemporary,+0.587|+0.445|+0.263,5,15,20,13
900,Western|popularity|Animation,+0.343|+0.306|+0.283,17,3,8,6
899,contemporary|popularity|Animation,+0.838|+0.404|+0.227,12,8,6,6
898,popularity|Action|retro,+0.572|+0.317|+0.249,16,4,19,18
897,popularity|Action|retro,+0.620|+0.310|+0.274,12,8,20,20
896,contemporary|popularity|Animation,+0.910|+0.262|+0.230,13,7,1,1
895,Comedy|modern|popularity,+0.798|+0.346|+0.331,8,12,13,10
894,retro|popularity|Sci-Fi,+0.594|+0.522|+0.175,12,8,19,19
893,contemporary|Animation|Horror,+0.946|+0.244|+0.232,13,7,1,2
892,Sci-Fi|popularity|Fantasy,+0.584|+0.472|+0.292,15,5,17,17
891,War|Western|modern,+0.889|+0.360|+0.336,15,5,6,9
890,modern|popularity|Animation,+0.516|+0.206|+0.155,13,7,3,4
889,niche|Documentary|classic,+0.612|+0.368|+0.309,8,12,5,11
887,popularity|Documentary|classic,+0.489|+0.382|+0.339,13,7,20,19
888,popularity|Fantasy|contemporary,+0.385|+0.289|+0.220,15,5,5,4
886,contemporary|popularity|Animation,+0.877|+0.259|+0.227,13,7,5,5
885,Sci-Fi|retro|popularity,+0.661|+0.572|+0.367,11,9,14,15
884,Drama|popularity|modern,+0.529|+0.482|+0.423,11,9,16,17
883,contemporary|popularity|Sci-Fi,+0.521|+0.344|+0.283,13,7,7,3
882,Sci-Fi|popularity|Fantasy,+0.671|+0.321|+0.300,17,3,1,2
881,Comedy|popularity|Musical,+0.770|+0.377|+0.250,11,9,18,16
880,popularity|Comedy|Animation,+0.461|+0.332|+0.275,16,4,14,13
879,classic|Romance|Musical,+0.523|+0.410|+0.395,12,8,2,7
878,contemporary|popularity|Animation,+0.870|+0.359|+0.294,11,9,1,2
877,contemporary|popularity|Sci-Fi,+0.669|+0.393|+0.300,17,3,9,8
876,Mystery|popularity|Thriller,+0.876|+0.377|+0.358,12,8,6,3
875,contemporary|popularity|Animation,+0.790|+0.497|+0.325,13,7,5,4
874,Horror|popularity|retro,+0.736|+0.327|+0.316,13,7,7,9
873,popularity|classic|retro,+0.344|+0.297|+0.285,1,19,6,10
872,classic|popularity|Documentary,+0.465|+0.443|+0.382,12,8,17,18
871,Western|popularity|contemporary,+0.400|+0.363|+0.343,17,3,7,6
870,popularity|Crime|Romance,+0.317|+0.213|+0.165,10,10,11,7
869,Comedy|Musical|Fantasy,+0.780|+0.155|+0.145,11,9,0,1
868,Horror|Sci-Fi|Musical,+0.907|+0.277|+0.250,5,15,0,0
867,popularity|contemporary|Musical,+0.417|+0.307|+0.274,11,9,14,10
866,contemporary|popularity|Animation,+0.559|+0.547|+0.304,16,4,12,12
865,Comedy|popularity|Musical,+0.679|+0.437|+0.253,11,9,20,17
864,modern|popularity|Comedy,+0.446|+0.309|+0.284,13,7,9,11
863,Action|popularity|Sci-Fi,+0.787|+0.424|+0.234,9,11,16,11
862,contemporary|niche|Horror,+0.909|+0.317|+0.243,10,10,0,2
861,popularity|Horror|Animation,+0.510|+0.401|+0.201,12,8,12,9
860,Horror|Sci-Fi|retro,+0.851|+0.319|+0.274,11,9,3,7
859,Horror|popularity|Sci-Fi,+0.702|+0.347|+0.338,14,6,8,12
858,Musical|Animation|classic,+0.947|+0.434|+0.424,9,11,7,9
857,classic|popularity|Musical,+0.486|+0.405|+0.339,6,14,8,9
